season,yr,mnth,hr,holiday,workingday,weathersit,temp,hum,windspeed,cnt,dayOfWeek,days
2,0,3,10,0,0,1,0.26,0.41,0.1642,125,Sat,80
2,0,3,11,0,0,1,0.28,0.38,0.1642,168,Sat,80
2,0,3,12,0,0,1,0.3,0.36,0.194,227,Sat,80
2,0,3,13,0,0,1,0.32,0.33,0.2239,239,Sat,80
2,0,3,14,0,0,1,0.34,0.29,0.2239,216,Sat,80
2,0,3,15,0,0,1,0.34,0.29,0.194,219,Sat,80
2,0,3,16,0,0,1,0.34,0.23,0.194,248,Sat,80
2,0,3,17,0,0,1,0.32,0.24,0.2239,203,Sat,80
2,0,3,18,0,0,2,0.32,0.21,0.1642,153,Sat,80
2,0,3,19,0,0,2,0.28,0.45,0.2537,138,Sat,81
2,0,3,20,0,0,2,0.28,0.45,0.2537,85,Sat,81
2,0,3,21,0,0,2,0.26,0.44,0.194,51,Sat,81
2,0,3,22,0,0,2,0.28,0.41,0.2239,63,Sat,81
2,0,3,23,0,0,2,0.26,0.44,0.2836,41,Sat,81
2,0,3,0,0,0,2,0.26,0.41,0.1642,31,Sun,81
2,0,3,1,0,0,2,0.24,0.52,0.194,20,Sun,81
2,0,3,2,0,0,3,0.22,0.55,0.194,21,Sun,81
2,0,3,3,0,0,3,0.2,0.69,0.2239,14,Sun,81
2,0,3,4,0,0,3,0.18,0.74,0.1642,6,Sun,81
2,0,3,6,0,0,3,0.16,0.86,0.1343,2,Sun,81
2,0,3,7,0,0,3,0.16,0.86,0.1642,7,Sun,81
2,0,3,8,0,0,1,0.2,0.69,0.2239,14,Sun,81
2,0,3,9,0,0,1,0.22,0.55,0.1343,54,Sun,81
2,0,3,10,0,0,2,0.22,0.55,0.2239,86,Sun,81
2,0,3,11,0,0,2,0.24,0.48,0.1642,108,Sun,81
2,0,3,12,0,0,2,0.26,0.44,0.2239,163,Sun,81
2,0,3,13,0,0,1,0.3,0.39,0.2239,147,Sun,81
2,0,3,14,0,0,1,0.32,0.36,0.1642,164,Sun,81
2,0,3,15,0,0,1,0.32,0.36,0.2836,172,Sun,81
2,0,3,16,0,0,1,0.34,0.34,0,143,Sun,81
2,0,3,17,0,0,1,0.32,0.31,0.2537,159,Sun,81
2,0,3,18,0,0,1,0.3,0.33,0.194,137,Sun,81
2,0,3,19,0,0,1,0.3,0.31,0.2239,103,Sun,81
2,0,3,20,0,0,1,0.28,0.36,0.1642,57,Sun,82
2,0,3,21,0,0,1,0.26,0.41,0.1642,36,Sun,82
2,0,3,22,0,0,1,0.26,0.41,0.1642,30,Sun,82
2,0,3,23,0,0,1,0.26,0.44,0.194,19,Sun,82
2,0,3,0,0,1,1,0.22,0.55,0.194,12,Mon,82
2,0,3,1,0,1,1,0.22,0.44,0.194,6,Mon,82
2,0,3,2,0,1,1,0.22,0.44,0.1642,5,Mon,82
2,0,3,3,0,1,1,0.22,0.44,0.1642,2,Mon,82
2,0,3,5,0,1,1,0.18,0.43,0.194,8,Mon,82
2,0,3,6,0,1,1,0.18,0.34,0.2836,40,Mon,82
2,0,3,7,0,1,1,0.2,0.32,0.3284,110,Mon,82
2,0,3,8,0,1,1,0.2,0.34,0.2239,254,Mon,82
2,0,3,9,0,1,2,0.22,0.32,0.2239,121,Mon,82
2,0,3,10,0,1,1,0.24,0.3,0.194,69,Mon,82
2,0,3,11,0,1,2,0.26,0.3,0.2836,57,Mon,82
2,0,3,12,0,1,2,0.26,0.25,0,79,Mon,82
2,0,3,13,0,1,2,0.3,0.24,0.2239,83,Mon,82
2,0,3,14,0,1,1,0.32,0.22,0.2239,80,Mon,82
2,0,3,15,0,1,1,0.32,0.24,0.2836,72,Mon,82
2,0,3,16,0,1,1,0.34,0.23,0.2239,132,Mon,82
2,0,3,17,0,1,1,0.34,0.23,0.2985,252,Mon,82
2,0,3,18,0,1,1,0.32,0.21,0.2836,241,Mon,82
2,0,3,19,0,1,1,0.3,0.22,0.1343,173,Mon,82
2,0,3,20,0,1,1,0.32,0.22,0.1045,112,Mon,82
2,0,3,21,0,1,1,0.32,0.21,0.1343,61,Mon,83
2,0,3,22,0,1,1,0.3,0.22,0.2239,40,Mon,83
2,0,3,23,0,1,1,0.28,0.24,0.2985,19,Mon,83
2,0,3,0,0,1,1,0.26,0.28,0.3284,16,Tue,83
2,0,3,1,0,1,1,0.24,0.32,0.2985,4,Tue,83
2,0,3,2,0,1,1,0.24,0.32,0.2985,3,Tue,83
2,0,3,3,0,1,1,0.24,0.32,0.2985,3,Tue,83
2,0,3,4,0,1,1,0.2,0.44,0.1642,2,Tue,83
2,0,3,5,0,1,1,0.22,0.37,0.2537,8,Tue,83
2,0,3,6,0,1,1,0.22,0.41,0.2985,50,Tue,83
2,0,3,7,0,1,1,0.22,0.41,0.3582,133,Tue,83
2,0,3,8,0,1,1,0.24,0.35,0.3582,287,Tue,83
2,0,3,9,0,1,1,0.28,0.28,0.3881,172,Tue,83
2,0,3,10,0,1,1,0.3,0.24,0.2985,59,Tue,83
2,0,3,11,0,1,2,0.34,0.25,0.3881,81,Tue,83
2,0,3,12,0,1,1,0.34,0.25,0.1642,106,Tue,83
2,0,3,13,0,1,1,0.34,0.25,0.2985,104,Tue,83
2,0,3,14,0,1,1,0.36,0.25,0.2537,86,Tue,83
2,0,3,15,0,1,1,0.38,0.25,0.2239,87,Tue,83
2,0,3,16,0,1,1,0.38,0.22,0.1642,136,Tue,83
2,0,3,17,0,1,1,0.4,0.2,0.1343,299,Tue,83
2,0,3,18,0,1,1,0.36,0.21,0.0896,294,Tue,83
2,0,3,19,0,1,1,0.34,0.23,0.194,190,Tue,83
2,0,3,20,0,1,1,0.36,0.21,0.0896,132,Tue,83
2,0,3,21,0,1,1,0.34,0.42,0,83,Tue,84
2,0,3,22,0,1,1,0.34,0.49,0,55,Tue,84
2,0,3,23,0,1,2,0.32,0.57,0.1045,35,Tue,84
2,0,3,0,0,1,2,0.32,0.57,0,11,Wed,84
2,0,3,1,0,1,1,0.32,0.39,0,10,Wed,84
2,0,3,2,0,1,2,0.32,0.57,0,4,Wed,84
2,0,3,3,0,1,2,0.32,0.49,0,4,Wed,84
2,0,3,4,0,1,2,0.32,0.57,0,1,Wed,84
2,0,3,5,0,1,2,0.3,0.56,0.194,7,Wed,84
2,0,3,6,0,1,2,0.3,0.49,0.1343,48,Wed,84
2,0,3,7,0,1,2,0.32,0.45,0.1045,136,Wed,84
2,0,3,8,0,1,2,0.32,0.49,0.1642,263,Wed,84
2,0,3,9,0,1,2,0.32,0.45,0.2239,154,Wed,84
2,0,3,10,0,1,2,0.34,0.46,0.2239,64,Wed,84
2,0,3,11,0,1,2,0.34,0.46,0.2537,90,Wed,84
2,0,3,12,0,1,2,0.34,0.46,0.1642,80,Wed,84
2,0,3,13,0,1,2,0.36,0.46,0.2239,98,Wed,84
2,0,3,14,0,1,2,0.36,0.46,0.2985,80,Wed,84
2,0,3,15,0,1,3,0.28,0.81,0.2985,70,Wed,84
2,0,3,16,0,1,3,0.28,0.87,0.2537,36,Wed,84
2,0,3,17,0,1,3,0.26,0.93,0.1045,116,Wed,84
2,0,3,18,0,1,2,0.26,0.93,0.2239,85,Wed,84
2,0,3,19,0,1,2,0.26,0.93,0.2239,72,Wed,84
2,0,3,20,0,1,3,0.24,0.93,0.2985,44,Wed,84
2,0,3,21,0,1,2,0.24,0.93,0.2537,27,Wed,85
2,0,3,22,0,1,3,0.24,0.93,0.2239,24,Wed,85
2,0,3,23,0,1,3,0.24,0.93,0.2836,12,Wed,85
2,0,3,0,0,1,3,0.24,0.93,0.2239,3,Thr,85
2,0,3,1,0,1,3,0.24,0.93,0.194,5,Thr,85
2,0,3,2,0,1,3,0.24,0.93,0.194,5,Thr,85
2,0,3,3,0,1,3,0.24,0.93,0.2239,1,Thr,85
2,0,3,4,0,1,3,0.24,0.93,0.2537,2,Thr,85
2,0,3,5,0,1,3,0.24,0.93,0.2239,8,Thr,85
2,0,3,6,0,1,3,0.24,0.93,0.2985,36,Thr,85
2,0,3,7,0,1,3,0.24,0.93,0.2537,92,Thr,85
2,0,3,8,0,1,2,0.24,1,0.2537,192,Thr,85
2,0,3,9,0,1,3,0.26,0.93,0.2537,132,Thr,85
2,0,3,10,0,1,3,0.26,0.93,0.2537,69,Thr,85
2,0,3,11,0,1,3,0.28,0.93,0.194,58,Thr,85
2,0,3,12,0,1,3,0.28,0.93,0.194,90,Thr,85
2,0,3,13,0,1,3,0.3,0.87,0.1343,68,Thr,85
2,0,3,14,0,1,3,0.3,0.87,0.1343,76,Thr,85
2,0,3,15,0,1,3,0.3,0.87,0.2985,65,Thr,85
2,0,3,16,0,1,2,0.3,0.87,0.2537,85,Thr,85
2,0,3,17,0,1,2,0.3,0.87,0.2537,168,Thr,85
2,0,3,18,0,1,2,0.3,0.87,0.1343,177,Thr,85
2,0,3,19,0,1,2,0.3,0.87,0.1343,130,Thr,85
2,0,3,20,0,1,3,0.28,0.93,0.2836,85,Thr,85
2,0,3,21,0,1,2,0.28,0.93,0.1642,60,Thr,86
2,0,3,22,0,1,3,0.28,0.93,0.2537,51,Thr,86
2,0,3,23,0,1,3,0.26,1,0.1642,27,Thr,86
2,0,4,0,0,1,3,0.26,1,0.1642,6,Fri,86
2,0,4,1,0,1,3,0.26,1,0.1642,4,Fri,86
2,0,4,2,0,1,3,0.26,0.93,0.194,7,Fri,86
2,0,4,3,0,1,2,0.24,0.93,0.2537,4,Fri,86
2,0,4,4,0,1,2,0.24,0.93,0.2537,3,Fri,86
2,0,4,5,0,1,3,0.24,0.93,0.2239,12,Fri,86
2,0,4,6,0,1,3,0.24,0.93,0.2239,28,Fri,86
2,0,4,7,0,1,3,0.24,0.93,0,95,Fri,86
2,0,4,8,0,1,2,0.26,0.87,0.2537,206,Fri,86
2,0,4,9,0,1,1,0.32,0.7,0.3582,173,Fri,86
2,0,4,10,0,1,1,0.32,0.66,0.2836,75,Fri,86
2,0,4,11,0,1,1,0.32,0.61,0.3582,89,Fri,86
2,0,4,12,0,1,1,0.34,0.53,0.3582,95,Fri,86
2,0,4,13,0,1,1,0.36,0.5,0.3582,110,Fri,86
2,0,4,14,0,1,2,0.36,0.46,0.3582,87,Fri,86
2,0,4,15,0,1,1,0.34,0.46,0.4179,111,Fri,86
2,0,4,16,0,1,1,0.34,0.46,0.4179,167,Fri,86
2,0,4,17,0,1,1,0.34,0.46,0.3284,281,Fri,86
2,0,4,18,0,1,1,0.34,0.46,0.3284,241,Fri,86
2,0,4,19,0,1,1,0.34,0.49,0.3284,136,Fri,86
2,0,4,20,0,1,1,0.32,0.53,0.194,77,Fri,86
2,0,4,21,0,1,1,0.32,0.53,0.1343,93,Fri,87
2,0,4,22,0,1,1,0.3,0.56,0.1642,74,Fri,87
2,0,4,23,0,1,1,0.3,0.61,0.0896,53,Fri,87
2,0,4,0,0,0,2,0.3,0.61,0,32,Sat,87
2,0,4,1,0,0,1,0.26,0.65,0.1343,32,Sat,87
2,0,4,2,0,0,1,0.24,0.75,0.1343,21,Sat,87
2,0,4,3,0,0,1,0.24,0.7,0.1642,9,Sat,87
2,0,4,4,0,0,1,0.24,0.7,0.1642,5,Sat,87
2,0,4,5,0,0,2,0.24,0.75,0.1642,5,Sat,87
2,0,4,6,0,0,1,0.26,0.7,0.1045,12,Sat,87
2,0,4,7,0,0,2,0.26,0.7,0.1045,18,Sat,87
2,0,4,8,0,0,1,0.3,0.7,0.1045,55,Sat,87
2,0,4,9,0,0,2,0.34,0.66,0.1045,87,Sat,87
2,0,4,10,0,0,2,0.36,0.57,0.1642,154,Sat,87
2,0,4,11,0,0,2,0.4,0.47,0.1642,198,Sat,87
2,0,4,12,0,0,3,0.32,0.81,0.1343,184,Sat,87
2,0,4,13,0,0,1,0.34,0.81,0.1343,137,Sat,87
2,0,4,14,0,0,3,0.32,0.76,0.3284,190,Sat,87
2,0,4,15,0,0,3,0.34,0.76,0.3881,136,Sat,87
2,0,4,16,0,0,1,0.38,0.62,0.3284,196,Sat,87
2,0,4,17,0,0,1,0.38,0.54,0.3582,184,Sat,87
2,0,4,18,0,0,1,0.38,0.54,0.194,179,Sat,87
2,0,4,19,0,0,1,0.36,0.53,0.3582,148,Sat,87
2,0,4,20,0,0,1,0.34,0.53,0.2836,85,Sat,87
2,0,4,21,0,0,1,0.32,0.61,0.2537,77,Sat,88
2,0,4,22,0,0,1,0.32,0.61,0.2985,55,Sat,88
2,0,4,23,0,0,1,0.32,0.61,0.1642,53,Sat,88
2,0,4,0,0,0,1,0.3,0.65,0.194,39,Sun,88
2,0,4,1,0,0,1,0.3,0.61,0.1045,34,Sun,88
2,0,4,2,0,0,1,0.26,0.7,0.1343,24,Sun,88
2,0,4,3,0,0,1,0.3,0.61,0,11,Sun,88
2,0,4,4,0,0,1,0.28,0.7,0.0896,3,Sun,88
2,0,4,5,0,0,1,0.28,0.65,0.2239,5,Sun,88
2,0,4,6,0,0,1,0.28,0.65,0.194,33,Sun,88
2,0,4,7,0,0,1,0.32,0.57,0.2239,33,Sun,88
2,0,4,8,0,0,1,0.34,0.57,0.1642,62,Sun,88
2,0,4,9,0,0,1,0.36,0.5,0.4925,142,Sun,88
2,0,4,10,0,0,1,0.4,0.43,0.4179,215,Sun,88
2,0,4,11,0,0,1,0.42,0.41,0.2537,243,Sun,88
2,0,4,12,0,0,1,0.44,0.38,0.2836,313,Sun,88
2,0,4,13,0,0,1,0.44,0.33,0.2985,367,Sun,88
2,0,4,14,0,0,1,0.46,0.31,0.1343,349,Sun,88
2,0,4,15,0,0,2,0.46,0.33,0,292,Sun,88
2,0,4,16,0,0,2,0.46,0.31,0.194,303,Sun,88
2,0,4,17,0,0,2,0.46,0.28,0.1343,274,Sun,88
2,0,4,18,0,0,2,0.46,0.31,0,172,Sun,88
2,0,4,19,0,0,2,0.42,0.44,0.194,144,Sun,88
2,0,4,20,0,0,3,0.42,0.41,0.2239,79,Sun,88
2,0,4,21,0,0,2,0.42,0.44,0.2239,45,Sun,89
2,0,4,22,0,0,1,0.4,0.43,0.1045,36,Sun,89
2,0,4,23,0,0,1,0.4,0.5,0.0896,31,Sun,89
2,0,4,0,0,1,1,0.4,0.5,0.2239,6,Mon,89
2,0,4,1,0,1,1,0.4,0.56,0.3582,11,Mon,89
2,0,4,2,0,1,1,0.38,0.66,0.2537,2,Mon,89
2,0,4,3,0,1,1,0.38,0.66,0.2836,1,Mon,89
2,0,4,4,0,1,1,0.38,0.71,0.2985,2,Mon,89
2,0,4,5,0,1,1,0.4,0.62,0.2537,7,Mon,89
2,0,4,6,0,1,1,0.42,0.58,0.2836,46,Mon,89
2,0,4,7,0,1,2,0.44,0.54,0.2537,157,Mon,89
2,0,4,8,0,1,2,0.46,0.55,0.2985,339,Mon,89
2,0,4,9,0,1,2,0.5,0.51,0.3881,158,Mon,89
2,0,4,10,0,1,2,0.54,0.45,0.3582,90,Mon,89
2,0,4,11,0,1,1,0.6,0.4,0.3881,124,Mon,89
2,0,4,12,0,1,1,0.64,0.36,0.4627,157,Mon,89
2,0,4,13,0,1,1,0.68,0.34,0.3284,139,Mon,89
2,0,4,14,0,1,2,0.74,0.27,0.4925,123,Mon,89
2,0,4,15,0,1,1,0.76,0.23,0.5522,143,Mon,89
2,0,4,16,0,1,1,0.76,0.22,0.5224,189,Mon,89
2,0,4,17,0,1,1,0.74,0.23,0.6119,366,Mon,89
2,0,4,18,0,1,2,0.72,0.23,0.4925,386,Mon,89
2,0,4,19,0,1,1,0.7,0.24,0.4627,278,Mon,89
2,0,4,20,0,1,2,0.7,0.24,0.5522,173,Mon,89
2,0,4,21,0,1,2,0.7,0.3,0.4478,95,Mon,90
2,0,4,22,0,1,2,0.68,0.36,0.4627,75,Mon,90
2,0,4,23,0,1,2,0.64,0.47,0.2239,48,Mon,90
2,0,4,0,0,1,1,0.62,0.5,0.1045,22,Tue,90
2,0,4,1,0,1,3,0.62,0.57,0.4179,15,Tue,90
2,0,4,2,0,1,2,0.54,0.73,0.3284,5,Tue,90
2,0,4,3,0,1,2,0.54,0.73,0.3284,4,Tue,90
2,0,4,4,0,1,3,0.5,0.88,0.4925,2,Tue,90
2,0,4,5,0,1,3,0.46,0.94,0.2985,5,Tue,90
2,0,4,6,0,1,2,0.48,0.88,0.3284,38,Tue,90
2,0,4,7,0,1,2,0.48,0.88,0.3284,134,Tue,90
2,0,4,8,0,1,3,0.38,0.87,0.5821,157,Tue,90
2,0,4,9,0,1,3,0.36,0.87,0.4925,46,Tue,90
2,0,4,10,0,1,3,0.34,0.81,0.3881,28,Tue,90
2,0,4,11,0,1,3,0.32,0.81,0.4478,19,Tue,90
2,0,4,12,0,1,2,0.34,0.71,0.3881,38,Tue,90
2,0,4,13,0,1,2,0.36,0.63,0.4179,56,Tue,90
2,0,4,14,0,1,2,0.36,0.57,0.4925,76,Tue,90
2,0,4,15,0,1,1,0.4,0.46,0.4627,68,Tue,90
2,0,4,16,0,1,1,0.38,0.46,0.4179,130,Tue,90
2,0,4,17,0,1,1,0.42,0.38,0.4179,273,Tue,90
2,0,4,18,0,1,1,0.38,0.4,0.4925,267,Tue,90
2,0,4,19,0,1,1,0.36,0.43,0.2985,160,Tue,90
2,0,4,20,0,1,1,0.34,0.46,0.2836,91,Tue,90
2,0,4,21,0,1,1,0.34,0.46,0.5224,89,Tue,91
2,0,4,22,0,1,1,0.32,0.49,0.2985,46,Tue,91
2,0,4,23,0,1,1,0.3,0.49,0.2836,26,Tue,91
2,0,4,0,0,1,1,0.3,0.49,0.1045,15,Wed,91
2,0,4,1,0,1,1,0.26,0.6,0.1343,2,Wed,91
2,0,4,2,0,1,1,0.24,0.7,0.1343,5,Wed,91
2,0,4,3,0,1,1,0.26,0.6,0.1343,4,Wed,91
2,0,4,4,0,1,1,0.24,0.65,0.1343,1,Wed,91
2,0,4,5,0,1,1,0.24,0.7,0.1045,13,Wed,91
2,0,4,6,0,1,1,0.24,0.7,0.1045,56,Wed,91
2,0,4,7,0,1,1,0.26,0.65,0.1045,133,Wed,91
2,0,4,8,0,1,1,0.32,0.61,0.2239,325,Wed,91
2,0,4,9,0,1,1,0.36,0.46,0.2537,165,Wed,91
2,0,4,10,0,1,1,0.4,0.37,0.3881,69,Wed,91
2,0,4,11,0,1,1,0.42,0.38,0.3881,93,Wed,91
2,0,4,12,0,1,1,0.44,0.41,0.2537,134,Wed,91
2,0,4,13,0,1,1,0.46,0.38,0.4925,112,Wed,91
2,0,4,14,0,1,1,0.5,0.34,0.4179,115,Wed,91
2,0,4,15,0,1,1,0.52,0.32,0.3284,117,Wed,91
2,0,4,16,0,1,1,0.54,0.28,0.4179,169,Wed,91
2,0,4,17,0,1,1,0.52,0.32,0.4478,356,Wed,91
2,0,4,18,0,1,1,0.52,0.29,0.3582,325,Wed,91
2,0,4,19,0,1,1,0.5,0.31,0.2985,232,Wed,91
2,0,4,20,0,1,1,0.46,0.51,0.2239,141,Wed,91
2,0,4,21,0,1,1,0.46,0.41,0.2836,102,Wed,92
2,0,4,22,0,1,1,0.46,0.41,0.2836,84,Wed,92
2,0,4,23,0,1,1,0.46,0.41,0.2985,40,Wed,92
2,0,4,0,0,1,1,0.46,0.41,0.2836,20,Thr,92
2,0,4,1,0,1,1,0.42,0.47,0.1343,13,Thr,92
2,0,4,2,0,1,1,0.42,0.54,0,7,Thr,92
2,0,4,3,0,1,1,0.36,0.66,0.194,3,Thr,92
2,0,4,4,0,1,1,0.34,0.76,0.194,1,Thr,92
2,0,4,5,0,1,1,0.34,0.76,0.2239,6,Thr,92
2,0,4,6,0,1,1,0.32,0.81,0.2537,64,Thr,92
2,0,4,7,0,1,2,0.34,0.76,0.1642,160,Thr,92
2,0,4,8,0,1,1,0.36,0.76,0.194,314,Thr,92
2,0,4,9,0,1,2,0.4,0.66,0.1343,170,Thr,92
2,0,4,10,0,1,2,0.42,0.67,0.1045,95,Thr,92
2,0,4,11,0,1,2,0.46,0.55,0,122,Thr,92
2,0,4,12,0,1,2,0.46,0.55,0,153,Thr,92
2,0,4,13,0,1,2,0.52,0.48,0.0896,135,Thr,92
2,0,4,14,0,1,1,0.56,0.43,0.0896,157,Thr,92
2,0,4,15,0,1,1,0.6,0.38,0.1045,160,Thr,92
2,0,4,16,0,1,1,0.6,0.35,0,213,Thr,92
2,0,4,17,0,1,1,0.52,0.52,0.2836,343,Thr,92
2,0,4,18,0,1,1,0.48,0.55,0.2537,333,Thr,92
2,0,4,19,0,1,1,0.46,0.59,0.2985,226,Thr,92
2,0,4,20,0,1,1,0.44,0.62,0.1642,203,Thr,92
2,0,4,21,0,1,2,0.44,0.67,0.2836,108,Thr,93
2,0,4,22,0,1,2,0.4,0.76,0.194,81,Thr,93
2,0,4,23,0,1,1,0.38,0.76,0.2537,54,Thr,93
2,0,4,0,0,1,2,0.36,0.76,0.2239,25,Fri,93
2,0,4,1,0,1,2,0.34,0.76,0.1343,9,Fri,93
2,0,4,2,0,1,3,0.34,0.76,0.1642,13,Fri,93
2,0,4,3,0,1,3,0.34,0.76,0.1642,1,Fri,93
2,0,4,4,0,1,2,0.34,0.86,0.1343,1,Fri,93
2,0,4,5,0,1,2,0.32,0.87,0.194,9,Fri,93
2,0,4,6,0,1,2,0.34,0.87,0,35,Fri,93
2,0,4,7,0,1,3,0.34,0.87,0.1642,113,Fri,93
2,0,4,8,0,1,3,0.34,0.87,0.1642,221,Fri,93
2,0,4,9,0,1,2,0.36,0.76,0.194,185,Fri,93
2,0,4,10,0,1,2,0.36,0.71,0.2836,73,Fri,93
2,0,4,11,0,1,2,0.4,0.62,0.3881,98,Fri,93
2,0,4,12,0,1,3,0.38,0.66,0.2239,80,Fri,93
2,0,4,13,0,1,3,0.36,0.76,0.2836,42,Fri,93
2,0,4,14,0,1,3,0.34,0.87,0.2239,15,Fri,93
2,0,4,15,0,1,3,0.34,0.87,0.2239,25,Fri,93
2,0,4,16,0,1,2,0.32,0.93,0.2537,60,Fri,93
2,0,4,17,0,1,3,0.32,0.93,0.2537,148,Fri,93
2,0,4,18,0,1,3,0.32,0.93,0.2537,62,Fri,93
2,0,4,19,0,1,3,0.3,0.93,0.4179,53,Fri,93
2,0,4,20,0,1,2,0.3,0.93,0.3284,63,Fri,93
2,0,4,21,0,1,2,0.3,0.93,0.2537,54,Fri,94
2,0,4,22,0,1,2,0.3,0.93,0.2985,51,Fri,94
2,0,4,23,0,1,2,0.3,0.93,0.2239,35,Fri,94
2,0,4,0,0,0,2,0.3,0.87,0.2239,31,Sat,94
2,0,4,1,0,0,2,0.3,0.87,0.1343,20,Sat,94
2,0,4,2,0,0,2,0.32,0.87,0.2239,17,Sat,94
2,0,4,3,0,0,3,0.3,1,0.2537,14,Sat,94
2,0,4,4,0,0,3,0.3,1,0.2537,3,Sat,94
2,0,4,5,0,0,2,0.3,0.93,0.2239,5,Sat,94
2,0,4,6,0,0,2,0.3,0.93,0.194,13,Sat,94
2,0,4,7,0,0,2,0.3,0.93,0.1642,21,Sat,94
2,0,4,8,0,0,2,0.32,0.93,0.1642,54,Sat,94
2,0,4,9,0,0,2,0.34,0.87,0.1045,98,Sat,94
2,0,4,10,0,0,2,0.34,0.87,0.1343,133,Sat,94
2,0,4,11,0,0,2,0.36,0.81,0,142,Sat,94
2,0,4,12,0,0,2,0.36,0.81,0.1343,202,Sat,94
2,0,4,13,0,0,2,0.36,0.81,0,222,Sat,94
2,0,4,14,0,0,2,0.36,0.81,0.1343,212,Sat,94
2,0,4,15,0,0,2,0.36,0.87,0,201,Sat,94
2,0,4,16,0,0,2,0.38,0.82,0,191,Sat,94
2,0,4,17,0,0,2,0.38,0.82,0.0896,257,Sat,94
2,0,4,18,0,0,2,0.38,0.82,0.1045,177,Sat,94
2,0,4,19,0,0,2,0.38,0.82,0.1343,130,Sat,94
2,0,4,20,0,0,2,0.38,0.87,0.1642,93,Sat,94
2,0,4,21,0,0,2,0.36,0.93,0.1343,75,Sat,95
2,0,4,22,0,0,2,0.36,0.93,0.1343,87,Sat,95
2,0,4,23,0,0,2,0.38,0.87,0.0896,57,Sat,95
2,0,4,0,0,0,2,0.38,0.87,0.0896,53,Sun,95
2,0,4,1,0,0,2,0.38,0.87,0.1343,37,Sun,95
2,0,4,2,0,0,2,0.38,0.87,0.0896,36,Sun,95
2,0,4,3,0,0,2,0.38,0.87,0.1343,16,Sun,95
2,0,4,4,0,0,2,0.36,0.93,0.1045,5,Sun,95
2,0,4,5,0,0,2,0.36,0.93,0.0896,4,Sun,95
2,0,4,6,0,0,2,0.36,0.93,0.0896,4,Sun,95
2,0,4,7,0,0,2,0.36,1,0.0896,10,Sun,95
2,0,4,8,0,0,2,0.38,0.94,0.0896,55,Sun,95
2,0,4,9,0,0,2,0.38,0.94,0.1343,81,Sun,95
2,0,4,10,0,0,2,0.4,0.87,0,150,Sun,95
2,0,4,11,0,0,2,0.4,0.87,0.1343,202,Sun,95
2,0,4,12,0,0,2,0.42,0.88,0.1343,230,Sun,95
2,0,4,13,0,0,1,0.46,0.82,0.1045,263,Sun,95
2,0,4,14,0,0,1,0.5,0.72,0.194,281,Sun,95
2,0,4,15,0,0,1,0.5,0.77,0.2239,297,Sun,95
2,0,4,16,0,0,2,0.52,0.72,0.1642,288,Sun,95
2,0,4,17,0,0,2,0.52,0.72,0.194,236,Sun,95
2,0,4,18,0,0,1,0.5,0.77,0.194,240,Sun,95
2,0,4,19,0,0,1,0.5,0.77,0.194,131,Sun,95
2,0,4,20,0,0,1,0.46,0.82,0.1343,92,Sun,95
2,0,4,21,0,0,1,0.44,0.88,0.194,95,Sun,96
2,0,4,22,0,0,1,0.44,0.94,0.2537,57,Sun,96
2,0,4,23,0,0,1,0.46,0.88,0.3582,32,Sun,96
2,0,4,0,0,1,1,0.48,0.88,0.3284,23,Mon,96
2,0,4,1,0,1,1,0.46,0.94,0.2836,4,Mon,96
2,0,4,2,0,1,1,0.46,0.94,0.2836,9,Mon,96
2,0,4,4,0,1,1,0.46,0.94,0.194,1,Mon,96
2,0,4,5,0,1,1,0.46,0.94,0.194,13,Mon,96
2,0,4,6,0,1,2,0.46,1,0.2239,61,Mon,96
2,0,4,7,0,1,2,0.5,0.88,0.2239,176,Mon,96
2,0,4,8,0,1,2,0.52,0.88,0.2836,314,Mon,96
2,0,4,9,0,1,2,0.56,0.83,0.2836,165,Mon,96
2,0,4,10,0,1,2,0.56,0.83,0.2985,96,Mon,96
2,0,4,11,0,1,2,0.6,0.73,0.2985,104,Mon,96
2,0,4,12,0,1,2,0.6,0.73,0.3284,134,Mon,96
2,0,4,13,0,1,2,0.64,0.69,0.4179,139,Mon,96
2,0,4,14,0,1,2,0.72,0.54,0.3582,145,Mon,96
2,0,4,15,0,1,1,0.74,0.48,0.5224,141,Mon,96
2,0,4,16,0,1,1,0.74,0.48,0.5224,235,Mon,96
2,0,4,17,0,1,1,0.74,0.48,0.5224,452,Mon,96
2,0,4,18,0,1,1,0.72,0.51,0.3881,383,Mon,96
2,0,4,19,0,1,1,0.72,0.51,0.4478,284,Mon,96
2,0,4,20,0,1,1,0.68,0.57,0.5224,166,Mon,96
2,0,4,21,0,1,1,0.66,0.61,0.2537,158,Mon,96
2,0,4,22,0,1,2,0.64,0.5,0.2836,91,Mon,97
2,0,4,23,0,1,3,0.58,0.6,0,54,Mon,97
2,0,4,0,0,1,2,0.62,0.5,0.1045,24,Tue,97
2,0,4,1,0,1,2,0.62,0.5,0.0896,13,Tue,97
2,0,4,2,0,1,2,0.6,0.53,0.1343,14,Tue,97
2,0,4,3,0,1,2,0.58,0.56,0.1343,1,Tue,97
2,0,4,4,0,1,2,0.56,0.64,0.1343,6,Tue,97
2,0,4,5,0,1,2,0.54,0.68,0.1343,16,Tue,97
2,0,4,6,0,1,2,0.54,0.68,0.2836,58,Tue,97
