age,workclass,education-num,marital-status,occupation,relationship,race,sex,hours-per-week,native-country
33,Private,12,Married-spouse-absent,Craft-repair,Not-in-family,White,Male,20,United-States
57,Private,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,45,United-States
25,Private,12,Never-married,Craft-repair,Own-child,White,Male,40,United-States
44,Self-emp-inc,10,Married-civ-spouse,Sales,Husband,White,Male,50,United-States
52,Private,13,Married-spouse-absent,Other-service,Not-in-family,White,Male,50,United-States
21,Private,10,Never-married,Machine-op-inspct,Own-child,White,Male,40,United-States
31,Private,9,Never-married,Other-service,Unmarried,Black,Male,18,United-States
39,Private,14,Married-civ-spouse,Transport-moving,Husband,White,Male,40,Poland
59,Federal-gov,9,Widowed,Machine-op-inspct,Unmarried,White,Female,40,United-States
29,Self-emp-not-inc,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,55,United-States
49,Private,4,Never-married,Prof-specialty,Other-relative,Black,Male,45,United-States
34,Private,5,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States
22,Private,13,Never-married,Sales,Not-in-family,White,Male,40,United-States
32,Private,13,Married-civ-spouse,Sales,Husband,Other,Male,40,Puerto-Rico
39,State-gov,9,Divorced,Other-service,Unmarried,Black,Female,40,United-States
46,Private,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,60,United-States
50,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States
34,Private,9,Never-married,Other-service,Not-in-family,White,Male,40,United-States
28,Local-gov,14,Married-civ-spouse,Prof-specialty,Wife,White,Female,55,United-States
18,Private,8,Never-married,Sales,Own-child,White,Female,24,United-States
20,Private,9,Never-married,Sales,Not-in-family,White,Male,30,United-States
20,Private,9,Never-married,Machine-op-inspct,Other-relative,White,Female,40,United-States
55,State-gov,11,Widowed,Exec-managerial,Not-in-family,Amer-Indian-Eskimo,Female,38,United-States
22,Private,10,Never-married,Sales,Own-child,Black,Female,40,United-States
60,Self-emp-not-inc,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States
40,Private,6,Divorced,Craft-repair,Not-in-family,White,Male,50,United-States
47,State-gov,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,30,United-States
23,Private,13,Never-married,Exec-managerial,Not-in-family,White,Female,35,Canada
57,Local-gov,9,Widowed,Transport-moving,Not-in-family,White,Female,40,United-States
52,Private,7,Married-civ-spouse,Other-service,Husband,White,Male,40,United-States
42,Private,4,Widowed,Craft-repair,Unmarried,White,Male,40,United-States
25,Private,12,Never-married,Handlers-cleaners,Own-child,White,Male,20,United-States
49,Self-emp-inc,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,40,United-States
41,Federal-gov,10,Never-married,Protective-serv,Own-child,White,Male,40,United-States
40,State-gov,11,Married-civ-spouse,Other-service,Husband,Black,Male,30,United-States
38,Private,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,55,United-States
58,Private,9,Never-married,Transport-moving,Own-child,White,Male,40,Canada
26,Private,13,Never-married,Other-service,Not-in-family,Black,Female,35,United-States
57,Private,6,Divorced,Adm-clerical,Other-relative,White,Female,70,Germany
28,Private,9,Married-civ-spouse,Sales,Husband,White,Male,60,United-States
42,Private,9,Separated,Sales,Unmarried,White,Female,40,United-States
28,Private,10,Never-married,Exec-managerial,Not-in-family,White,Male,55,United-States
17,"",5,Never-married,"",Own-child,Black,Male,40,United-States
39,Self-emp-not-inc,5,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States
28,Private,9,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,40,United-States
42,Private,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,48,United-States
51,Self-emp-not-inc,10,Divorced,Sales,Unmarried,White,Female,50,United-States
27,Private,10,Never-married,Adm-clerical,Not-in-family,White,Female,39,United-States
41,Private,9,Divorced,Adm-clerical,Unmarried,White,Female,43,United-States
28,Private,13,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States
54,Self-emp-not-inc,10,Divorced,Farming-fishing,Unmarried,White,Female,30,United-States
73,"",9,Widowed,"",Not-in-family,White,Female,8,United-States
49,Private,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,30,United-States
47,Private,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States
27,Private,10,Married-civ-spouse,Craft-repair,Husband,White,Male,49,United-States
42,Local-gov,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,45,United-States
32,Private,9,Married-civ-spouse,Adm-clerical,Wife,Black,Female,40,United-States
32,Local-gov,9,Married-civ-spouse,Other-service,Husband,White,Male,41,United-States
27,Private,14,Never-married,Sales,Own-child,White,Male,40,United-States
29,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States
22,Private,11,Never-married,Prof-specialty,Not-in-family,White,Male,30,United-States
41,Federal-gov,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,United-States
49,Local-gov,10,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,40,United-States
58,Self-emp-not-inc,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,50,United-States
41,Self-emp-not-inc,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,40,United-States
26,Private,5,Married-civ-spouse,Craft-repair,Husband,White,Male,35,United-States
21,Private,9,Never-married,Sales,Not-in-family,White,Male,55,United-States
32,"",9,Married-civ-spouse,"",Wife,White,Female,2,United-States
37,Private,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States
23,Private,13,Never-married,Sales,Own-child,White,Male,20,United-States
42,Self-emp-not-inc,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States
25,Private,9,Married-civ-spouse,Sales,Own-child,White,Male,26,United-States
67,Private,10,Divorced,Adm-clerical,Not-in-family,White,Female,40,United-States
41,Local-gov,9,Divorced,Transport-moving,Not-in-family,Black,Female,38,United-States
49,Local-gov,14,Married-civ-spouse,Prof-specialty,Wife,White,Female,50,United-States
36,Private,13,Divorced,Prof-specialty,Unmarried,White,Female,45,""
18,Private,7,Never-married,Craft-repair,Own-child,White,Male,35,United-States
25,Private,3,Married-civ-spouse,Handlers-cleaners,Own-child,White,Male,40,United-States
43,State-gov,15,Divorced,Prof-specialty,Not-in-family,White,Male,50,United-States
38,Private,16,Married-civ-spouse,Exec-managerial,Wife,White,Female,36,United-States
21,Private,10,Never-married,Sales,Own-child,White,Male,20,""
65,Self-emp-not-inc,13,Married-civ-spouse,Sales,Husband,White,Male,15,United-States
66,Private,11,Widowed,Prof-specialty,Not-in-family,White,Female,35,United-States
33,Private,7,Never-married,Transport-moving,Not-in-family,Black,Male,60,United-States
51,Private,9,Married-civ-spouse,Adm-clerical,Wife,Black,Female,38,United-States
27,Self-emp-inc,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States
17,Private,8,Never-married,Other-service,Own-child,White,Female,16,United-States
32,Private,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,45,United-States
61,"",9,Widowed,"",Not-in-family,White,Female,36,United-States
38,Private,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,Cuba
43,Local-gov,10,Divorced,Adm-clerical,Unmarried,White,Female,40,United-States
40,State-gov,16,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,40,Taiwan
63,Private,13,Married-civ-spouse,Sales,Husband,White,Male,35,United-States
76,"",10,Married-civ-spouse,"",Husband,White,Male,20,United-States
42,Private,12,Divorced,Adm-clerical,Unmarried,White,Female,40,United-States
43,Federal-gov,13,Never-married,Exec-managerial,Not-in-family,White,Male,40,United-States
76,Self-emp-not-inc,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,30,""
41,Local-gov,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,45,United-States
17,Private,6,Never-married,Prof-specialty,Own-child,White,Male,20,United-States
30,Self-emp-not-inc,9,Never-married,Craft-repair,Not-in-family,White,Male,40,United-States
30,Private,13,Never-married,Prof-specialty,Not-in-family,White,Male,50,Iran
22,Private,10,Never-married,Other-service,Not-in-family,White,Male,25,United-States
53,"",13,Divorced,"",Other-relative,Other,Female,20,United-States
28,Private,9,Never-married,Other-service,Unmarried,Black,Female,52,United-States
25,"",11,Never-married,"",Own-child,White,Female,40,United-States
24,Private,10,Never-married,Sales,Other-relative,Black,Female,40,United-States
47,Private,6,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States
34,Self-emp-not-inc,11,Never-married,Farming-fishing,Not-in-family,White,Male,50,United-States
26,Private,10,Never-married,Sales,Other-relative,White,Female,20,United-States
63,"",13,Widowed,"",Not-in-family,Amer-Indian-Eskimo,Female,56,United-States
25,Private,11,Married-civ-spouse,Exec-managerial,Husband,White,Male,75,United-States
28,Private,13,Never-married,Sales,Not-in-family,White,Male,45,United-States
36,Private,9,Never-married,Craft-repair,Not-in-family,White,Female,40,United-States
24,Private,13,Never-married,Exec-managerial,Not-in-family,White,Male,40,United-States
51,Self-emp-inc,13,Married-civ-spouse,Exec-managerial,Wife,Asian-Pac-Islander,Female,35,Taiwan
44,Private,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,United-States
18,Private,8,Never-married,Adm-clerical,Own-child,White,Male,12,United-States
54,Federal-gov,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States
61,Private,10,Divorced,Adm-clerical,Not-in-family,White,Female,40,United-States
51,Private,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,45,United-States
43,Private,4,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States
51,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States
50,Local-gov,9,Married-civ-spouse,Exec-managerial,Wife,Black,Female,40,United-States
27,"",9,Never-married,"",Not-in-family,White,Female,25,United-States
24,Private,10,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,30,United-States
20,State-gov,10,Married-civ-spouse,Other-service,Husband,White,Male,20,United-States
52,Private,13,Divorced,Exec-managerial,Not-in-family,White,Male,40,United-States
57,Local-gov,4,Divorced,Other-service,Not-in-family,White,Male,40,United-States
49,Self-emp-inc,10,Married-civ-spouse,Sales,Husband,White,Male,60,United-States
42,Self-emp-inc,13,Married-civ-spouse,Adm-clerical,Wife,White,Female,35,""
22,Private,7,Never-married,Sales,Not-in-family,White,Female,40,United-States
38,Private,10,Married-civ-spouse,Tech-support,Husband,White,Male,40,United-States
21,Private,10,Never-married,Sales,Own-child,White,Female,20,United-States
39,Federal-gov,13,Married-civ-spouse,Protective-serv,Husband,White,Male,60,United-States
52,Self-emp-not-inc,10,Never-married,Prof-specialty,Own-child,White,Female,35,United-States
25,Private,12,Never-married,Tech-support,Own-child,White,Female,40,United-States
50,Private,10,Married-spouse-absent,Other-service,Not-in-family,White,Female,40,Cuba
35,State-gov,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,80,United-States
50,Private,11,Separated,Prof-specialty,Unmarried,White,Female,40,United-States
58,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,25,United-States
48,Federal-gov,13,Divorced,Exec-managerial,Not-in-family,White,Male,45,United-States
30,Private,10,Divorced,Adm-clerical,Not-in-family,White,Female,35,Canada
18,Private,7,Never-married,Handlers-cleaners,Own-child,White,Male,12,United-States
29,Self-emp-not-inc,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States
52,Self-emp-not-inc,10,Married-civ-spouse,Sales,Husband,White,Male,45,United-States
63,Private,9,Married-civ-spouse,Sales,Husband,White,Male,40,United-States
36,Local-gov,14,Married-civ-spouse,Prof-specialty,Wife,White,Female,40,United-States
24,Private,10,Never-married,Machine-op-inspct,Own-child,White,Female,42,United-States
30,Local-gov,12,Never-married,Protective-serv,Not-in-family,Black,Male,40,United-States
23,Private,9,Married-civ-spouse,Machine-op-inspct,Husband,Other,Male,40,Mexico
35,"",9,Divorced,"",Unmarried,White,Female,20,United-States
21,Private,13,Never-married,Other-service,Own-child,White,Female,20,United-States
28,Private,10,Never-married,Craft-repair,Not-in-family,White,Male,43,Mexico
20,Private,9,Never-married,Adm-clerical,Own-child,White,Male,40,United-States
18,Private,7,Never-married,Other-service,Own-child,White,Male,20,Scotland
21,Private,10,Never-married,Adm-clerical,Own-child,White,Female,15,United-States
27,Private,9,Never-married,Craft-repair,Not-in-family,White,Male,40,United-States
42,Private,10,Divorced,Tech-support,Not-in-family,White,Female,40,United-States
21,Private,10,Never-married,Other-service,Own-child,White,Female,30,United-States
51,Private,10,Married-civ-spouse,Sales,Husband,White,Male,40,United-States
27,Federal-gov,13,Never-married,Adm-clerical,Not-in-family,White,Female,40,United-States
23,Self-emp-not-inc,9,Never-married,Transport-moving,Own-child,White,Male,40,United-States
57,Private,10,Married-civ-spouse,Sales,Husband,White,Male,40,United-States
22,State-gov,13,Never-married,Prof-specialty,Own-child,White,Female,12,United-States
59,Private,5,Married-civ-spouse,Transport-moving,Husband,White,Male,60,United-States
38,Private,9,Divorced,Transport-moving,Not-in-family,White,Male,40,United-States
20,Private,9,Never-married,Transport-moving,Other-relative,White,Male,40,United-States
90,Private,5,Never-married,Adm-clerical,Not-in-family,White,Female,40,United-States
35,Private,11,Married-civ-spouse,Sales,Husband,White,Male,40,United-States
50,Private,9,Married-civ-spouse,Protective-serv,Husband,White,Male,38,United-States
45,Private,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,United-States
44,Private,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States
23,Private,12,Never-married,Prof-specialty,Own-child,White,Male,40,United-States
34,Private,7,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,40,Mexico
23,Self-emp-inc,13,Divorced,Sales,Not-in-family,White,Female,43,United-States
39,State-gov,10,Married-civ-spouse,Protective-serv,Husband,White,Male,40,United-States
19,Private,10,Never-married,Handlers-cleaners,Not-in-family,White,Male,55,United-States
54,Private,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States
40,Private,14,Divorced,Prof-specialty,Not-in-family,White,Male,43,United-States
44,Private,10,Never-married,Sales,Own-child,White,Male,50,United-States
31,Self-emp-inc,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,20,United-States
25,Private,5,Separated,Handlers-cleaners,Other-relative,White,Male,40,El-Salvador
33,Private,13,Married-civ-spouse,Exec-managerial,Wife,White,Female,32,United-States
32,Private,9,Never-married,Transport-moving,Not-in-family,White,Male,60,United-States
36,Private,6,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States
47,Self-emp-not-inc,10,Married-civ-spouse,Prof-specialty,Husband,Other,Male,55,United-States
80,Private,14,Widowed,Prof-specialty,Not-in-family,White,Female,10,United-States
21,Private,10,Never-married,Sales,Own-child,White,Female,8,United-States
35,Self-emp-not-inc,10,Married-civ-spouse,Farming-fishing,Husband,White,Male,60,United-States
77,"",14,Divorced,"",Not-in-family,White,Male,45,United-States
30,Private,9,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States
35,"",9,Married-civ-spouse,"",Husband,White,Male,40,United-States
49,Private,4,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,40,United-States
33,Private,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,25,United-States
53,Self-emp-not-inc,10,Married-civ-spouse,Farming-fishing,Husband,White,Male,45,United-States
41,Private,9,Divorced,Handlers-cleaners,Unmarried,White,Male,55,United-States
57,Private,13,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,Poland
21,"",10,Never-married,"",Own-child,White,Female,25,United-States
19,Private,10,Never-married,Other-service,Own-child,White,Female,40,United-States
28,Private,13,Never-married,Exec-managerial,Own-child,White,Female,45,United-States
42,Federal-gov,14,Divorced,Adm-clerical,Not-in-family,White,Male,60,United-States
29,Self-emp-not-inc,10,Married-civ-spouse,Farming-fishing,Husband,White,Male,55,United-States
38,"",11,Separated,"",Unmarried,White,Female,25,United-States
26,Private,10,Never-married,Other-service,Own-child,White,Male,20,United-States
41,Private,10,Never-married,Craft-repair,Unmarried,White,Male,60,""
40,Private,10,Divorced,Exec-managerial,Not-in-family,White,Female,40,United-States
36,Self-emp-not-inc,16,Never-married,Prof-specialty,Not-in-family,White,Male,40,United-States
28,Private,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States
25,Self-emp-not-inc,13,Never-married,Adm-clerical,Not-in-family,Black,Female,20,United-States
42,Self-emp-not-inc,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,60,United-States
32,Private,9,Never-married,Craft-repair,Own-child,White,Male,40,United-States
32,Private,12,Never-married,Adm-clerical,Own-child,White,Male,30,United-States
37,Private,3,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States
39,Local-gov,9,Married-civ-spouse,Protective-serv,Husband,White,Male,56,United-States
49,Private,13,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States
28,"",9,Never-married,"",Not-in-family,Black,Male,40,United-States
24,"",5,Never-married,"",Own-child,White,Female,20,United-States
19,Private,9,Never-married,Sales,Not-in-family,White,Female,40,United-States
31,Private,9,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States
40,Private,9,Divorced,Machine-op-inspct,Not-in-family,White,Female,40,United-States
29,Private,4,Never-married,Handlers-cleaners,Own-child,White,Male,30,Mexico
59,Private,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,48,United-States
52,Private,12,Married-civ-spouse,Protective-serv,Husband,White,Male,40,United-States
27,Private,13,Never-married,Exec-managerial,Own-child,White,Male,40,United-States
45,Local-gov,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,45,United-States
58,Private,13,Married-civ-spouse,Other-service,Husband,Asian-Pac-Islander,Male,40,South
53,Private,13,Never-married,Exec-managerial,Own-child,White,Male,40,Cuba
23,Private,9,Never-married,Handlers-cleaners,Own-child,White,Male,25,United-States
35,Private,7,Divorced,Handlers-cleaners,Other-relative,White,Male,40,United-States
49,Private,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States
49,Private,12,Divorced,Exec-managerial,Not-in-family,White,Female,40,United-States
25,Private,8,Never-married,Craft-repair,Not-in-family,White,Male,40,United-States
47,Private,14,Divorced,Prof-specialty,Unmarried,White,Female,50,United-States
28,Private,12,Divorced,Adm-clerical,Not-in-family,White,Female,40,United-States
20,Private,10,Never-married,Exec-managerial,Not-in-family,White,Female,30,United-States
74,"",3,Married-civ-spouse,"",Husband,White,Male,56,Mexico
19,Private,9,Never-married,Machine-op-inspct,Own-child,White,Male,24,United-States
28,Private,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States
31,Private,10,Divorced,Adm-clerical,Unmarried,Black,Female,40,United-States
61,"",10,Married-spouse-absent,"",Not-in-family,White,Male,40,United-States
30,Private,11,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,53,United-States
20,"",10,Never-married,"",Own-child,White,Male,40,Germany
35,Private,4,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,""
23,Private,13,Never-married,Other-service,Own-child,White,Male,40,United-States
25,Private,13,Married-civ-spouse,Exec-managerial,Wife,White,Female,30,United-States
19,Private,9,Never-married,Other-service,Own-child,White,Male,30,United-States
30,Private,14,Never-married,Prof-specialty,Not-in-family,White,Male,45,United-States
26,Private,9,Never-married,Craft-repair,Own-child,White,Male,35,United-States
34,Local-gov,9,Married-civ-spouse,Transport-moving,Husband,White,Male,45,United-States
49,Private,13,Divorced,Exec-managerial,Unmarried,Black,Female,40,United-States
35,Private,10,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,40,United-States
38,Private,9,Never-married,Sales,Own-child,White,Female,40,United-States
36,Private,9,Married-civ-spouse,Handlers-cleaners,Husband,Black,Male,20,United-States
33,Private,9,Married-civ-spouse,Prof-specialty,Husband,Amer-Indian-Eskimo,Male,48,United-States
54,Private,10,Never-married,Other-service,Not-in-family,White,Female,40,United-States
19,Local-gov,9,Never-married,Craft-repair,Own-child,White,Male,40,United-States
18,Never-worked,6,Never-married,"",Own-child,White,Male,40,United-States
60,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States
28,Self-emp-not-inc,9,Never-married,Craft-repair,Own-child,White,Male,40,United-States
43,Self-emp-not-inc,9,Married-civ-spouse,Sales,Husband,White,Male,40,United-States
49,Local-gov,3,Married-civ-spouse,Other-service,Husband,White,Male,40,United-States
25,Private,13,Never-married,Prof-specialty,Own-child,White,Male,70,United-States
17,Private,6,Never-married,Sales,Own-child,White,Male,20,United-States
41,Self-emp-inc,13,Married-civ-spouse,Sales,Husband,White,Male,60,United-States
30,Private,10,Married-civ-spouse,Transport-moving,Husband,Black,Male,35,United-States
90,Local-gov,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,60,United-States
25,Private,9,Never-married,Protective-serv,Other-relative,White,Male,40,United-States
27,Private,11,Married-civ-spouse,Sales,Husband,White,Male,35,United-States
29,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States
55,Private,10,Married-civ-spouse,Protective-serv,Husband,Black,Male,40,""
31,Federal-gov,13,Never-married,Exec-managerial,Not-in-family,Black,Female,40,United-States
43,Private,11,Married-civ-spouse,Craft-repair,Husband,White,Male,99,United-States
63,Private,14,Separated,Prof-specialty,Not-in-family,White,Female,40,United-States
46,Private,4,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States
59,Private,9,Married-civ-spouse,Sales,Husband,White,Male,40,United-States
42,Private,13,Married-civ-spouse,Exec-managerial,Wife,Black,Female,50,United-States
26,Private,13,Never-married,Adm-clerical,Not-in-family,White,Female,20,United-States
26,Private,10,Married-civ-spouse,Sales,Husband,White,Male,45,United-States
20,"",10,Never-married,"",Own-child,White,Female,30,United-States
19,"",9,Never-married,"",Not-in-family,Black,Female,40,United-States
61,Private,5,Divorced,Handlers-cleaners,Not-in-family,White,Male,40,Puerto-Rico
23,State-gov,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States
24,Private,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,40,United-States
35,Private,13,Divorced,Tech-support,Unmarried,White,Male,40,Germany
42,Self-emp-not-inc,9,Married-civ-spouse,Sales,Husband,White,Male,12,United-States
31,Private,8,Divorced,Other-service,Unmarried,White,Female,21,United-States
31,Private,9,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,55,United-States
63,Private,13,Widowed,Adm-clerical,Not-in-family,White,Female,25,United-States
29,State-gov,11,Never-married,Tech-support,Not-in-family,White,Female,64,United-States
43,State-gov,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States
22,Private,13,Never-married,Adm-clerical,Not-in-family,Asian-Pac-Islander,Female,10,Vietnam
17,Private,7,Never-married,Other-service,Own-child,White,Male,25,United-States
23,Self-emp-not-inc,13,Never-married,Adm-clerical,Own-child,White,Male,40,United-States
35,Private,5,Divorced,Craft-repair,Not-in-family,White,Male,45,United-States
32,Private,9,Divorced,Other-service,Unmarried,Other,Female,28,United-States
50,Self-emp-inc,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,60,United-States
25,Private,9,Never-married,Transport-moving,Other-relative,White,Male,40,""
26,Local-gov,14,Married-spouse-absent,Prof-specialty,Not-in-family,White,Female,40,United-States
32,Private,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States
29,Private,11,Married-civ-spouse,Craft-repair,Husband,White,Male,50,United-States
57,Private,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States
90,Private,14,Never-married,Exec-managerial,Not-in-family,Black,Male,50,United-States
35,Private,11,Divorced,Prof-specialty,Unmarried,White,Female,40,United-States
31,Self-emp-not-inc,10,Married-civ-spouse,Sales,Husband,Black,Male,60,United-States
60,Private,9,Divorced,Sales,Not-in-family,White,Female,33,United-States
21,Private,11,Married-civ-spouse,Adm-clerical,Other-relative,White,Female,40,United-States
71,Local-gov,14,Widowed,Prof-specialty,Not-in-family,White,Female,40,United-States
22,Private,11,Never-married,Other-service,Own-child,White,Male,30,United-States
50,Local-gov,9,Divorced,Adm-clerical,Not-in-family,White,Female,40,United-States
37,Private,10,Married-civ-spouse,Sales,Husband,White,Male,45,United-States
23,Private,9,Never-married,Adm-clerical,Own-child,Asian-Pac-Islander,Female,40,Vietnam
74,Private,9,Married-civ-spouse,Other-service,Husband,White,Male,30,United-States
67,Private,10,Married-civ-spouse,Sales,Husband,White,Male,70,United-States
59,Private,10,Married-civ-spouse,Craft-repair,Husband,White,Male,43,United-States
28,Private,9,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States
45,Private,9,Married-civ-spouse,Farming-fishing,Husband,Amer-Indian-Eskimo,Male,40,United-States
63,Self-emp-not-inc,10,Married-civ-spouse,Farming-fishing,Husband,White,Male,20,United-States
39,Private,13,Never-married,Prof-specialty,Not-in-family,White,Female,63,United-States
33,State-gov,10,Divorced,Other-service,Unmarried,Black,Female,40,United-States
32,Private,13,Never-married,Other-service,Not-in-family,Asian-Pac-Islander,Male,40,South
34,Private,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,45,United-States
39,Private,9,Never-married,Handlers-cleaners,Other-relative,White,Male,40,United-States
29,State-gov,14,Married-civ-spouse,Adm-clerical,Husband,White,Male,36,United-States
22,Private,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States
53,Private,13,Divorced,Sales,Not-in-family,White,Female,43,United-States
46,Private,11,Married-civ-spouse,Craft-repair,Husband,White,Male,42,United-States
51,Private,10,Married-civ-spouse,Other-service,Wife,White,Female,40,United-States
44,Private,15,Divorced,Prof-specialty,Not-in-family,White,Female,99,United-States
56,State-gov,9,Divorced,Adm-clerical,Not-in-family,White,Female,40,United-States
27,Private,13,Never-married,Adm-clerical,Own-child,Black,Female,40,United-States
52,Private,5,Married-spouse-absent,Machine-op-inspct,Not-in-family,Asian-Pac-Islander,Female,30,China
39,Private,13,Never-married,Prof-specialty,Not-in-family,White,Male,40,United-States
45,Federal-gov,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States
37,Private,10,Married-civ-spouse,Craft-repair,Husband,White,Male,45,United-States
33,Private,9,Divorced,Adm-clerical,Own-child,White,Male,40,United-States
35,"",9,Never-married,"",Not-in-family,White,Female,4,United-States
46,Private,3,Married-civ-spouse,Craft-repair,Wife,White,Female,45,Italy
35,Private,8,Married-civ-spouse,Craft-repair,Wife,White,Female,50,United-States
33,Private,9,Married-civ-spouse,Exec-managerial,Husband,Black,Male,50,United-States
48,Private,13,Married-civ-spouse,Sales,Husband,White,Male,40,United-States
32,Private,9,Divorced,Machine-op-inspct,Own-child,White,Male,50,United-States
18,"",6,Never-married,"",Own-child,White,Male,40,United-States
20,Private,10,Never-married,Other-service,Own-child,White,Female,32,United-States
35,Private,9,Never-married,Transport-moving,Own-child,Asian-Pac-Islander,Male,60,United-States
19,Private,9,Never-married,Handlers-cleaners,Own-child,White,Female,25,United-States
21,Private,9,Never-married,Sales,Own-child,White,Female,40,""
56,Private,7,Separated,Machine-op-inspct,Not-in-family,White,Female,40,United-States
28,Private,13,Never-married,Adm-clerical,Own-child,White,Female,16,El-Salvador
45,Private,9,Divorced,Craft-repair,Unmarried,White,Female,40,United-States
32,Private,11,Married-civ-spouse,Adm-clerical,Wife,White,Female,45,United-States
44,Private,13,Married-civ-spouse,Craft-repair,Husband,White,Male,12,United-States
55,Private,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States
34,Private,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,United-States
33,Private,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States
36,Private,13,Never-married,Exec-managerial,Own-child,White,Male,55,United-States
25,Private,9,Never-married,Adm-clerical,Own-child,White,Female,40,United-States
28,Private,13,Never-married,Sales,Not-in-family,White,Male,40,United-States
39,Private,13,Married-civ-spouse,Sales,Husband,White,Male,55,United-States
